time,size_sent,size_rcv 
0,22.35,60.140625 
10,59.3921875,277.75546875 
20,82.95625,569 
30,127.16640625,724.7109375 
40,186.565625,1187.41171875 
50,251.77109375,1388.140625 
60,255.465625,1700.46015625 
70,253.19609375,1566.828125 
80,262.39453125,1204.2875 
90,363.54296875,1860.853125 
100,586.5140625,1847.05 
110,820.04296875,1705.93828125 
120,943.30859375,2434.903125 
130,1003.15,3333.02265625 
140,1011.56015625,3618.1171875 
150,992.12265625,3242.19609375 
160,952.36171875,3556.00390625 
170,899.18359375,3643.21640625 
180,739.74609375,3488.5578125 
190,669.86484375,3789.1140625 
200,542.259375,4099.46640625 
210,493.17578125,4460.61875 
220,395.1109375,4042.64765625 
230,177.85390625,1795.4578125 
240,63.9125,851.00625 
246,3.1625,63.615625 
