time,recvpackets@tsung_controller@ip-172-31-28-38 
10,574 
20,574 
30,1026 
40,1367 
50,1970 
60,2246 
70,2531 
80,2531 
90,2531 
100,3030 
110,3521 
120,3607 
130,4349 
140,5414 
150,5531 
160,5531 
170,5531 
180,5531 
190,5531 
200,5531 
210,5531 
220,5678 
230,5678 
240,5678 
246,5678 
