time,users,connected 
0,10,10 
10,18,8 
20,28,9 
30,44,17 
40,67,22 
50,89,23 
60,121,29 
70,161,42 
80,193,32 
90,274,82 
100,351,75 
110,411,61 
120,428,11 
130,428,-5 
140,428,-6 
150,428,-15 
160,428,-12 
170,428,-20 
180,428,-30 
190,428,-37 
200,428,-52 
210,428,-68 
220,428,-105 
230,428,-46 
240,428,-23 
246,428,-2 
