time,connect,request 
0,1,4.4 
10,0.8,8.8 
20,0.9,12.7 
30,1.7,19.1 
40,2.2,29 
50,2.3,33.7 
60,3,38.1 
70,4.2,34.5 
80,3.2,36.9 
90,8.2,57.6 
100,8,99.5 
110,6.7,138.6 
120,1.8,151.3 
130,0,155.6 
140,0,153.5 
150,0,147.3 
160,0,138 
170,0,129.2 
180,0,106.7 
190,0,95.5 
200,0,79.5 
210,0,78.4 
220,0,63.5 
230,0,26.4 
240,0,9.7 
246,0,0.5 
