time,users,connected 
0,10,10 
10,18,18 
20,28,27 
30,44,44 
40,67,66 
50,89,89 
60,121,118 
70,161,160 
80,193,192 
90,274,274 
100,351,349 
110,411,410 
120,421,421 
130,416,416 
140,410,410 
150,395,395 
160,383,383 
170,363,363 
180,333,333 
190,296,296 
200,244,244 
210,176,176 
220,65,71 
230,25,25 
240,2,2 
246,0,0 
