time,load@tsung_controller@ip-172-31-28-38 
0,0.01953125 
10,0.01953125 
20,0.01953125 
30,0.01953125 
40,0.01953125 
50,0.01953125 
60,0.01953125 
70,0.08984375 
80,0.08984375 
90,0.08984375 
100,0.08984375 
110,0.08984375 
120,0.08984375 
130,0.08984375 
140,0.08984375 
150,0.08984375 
160,0.08984375 
170,0.08984375 
180,0.08984375 
190,0.08984375 
200,0.08984375 
210,0.08984375 
220,0.08984375 
230,0.08984375 
240,0.08984375 
246,0.08984375 
