time,size_sent,size_rcv 
0,22.35,60.140625 
10,81.7421875,337.89609375 
20,164.6984375,906.89609375 
30,291.86484375,1631.60703125 
40,478.43046875,2819.01875 
50,730.2015625,4207.159375 
60,985.6671875,5907.61953125 
70,1238.86328125,7474.44765625 
80,1501.2578125,8678.73515625 
90,1864.80078125,10539.58828125 
100,2451.31484375,12386.63828125 
110,3271.3578125,14092.5765625 
120,4214.66640625,16527.4796875 
130,5217.81640625,19860.50234375 
140,6229.3765625,23478.61953125 
150,7221.49921875,26720.815625 
160,8173.8609375,30276.81953125 
170,9073.04453125,33920.0359375 
180,9812.790625,37408.59375 
190,10482.65546875,41197.7078125 
200,11024.91484375,45297.17421875 
210,11518.090625,49757.79296875 
220,11913.2015625,53800.440625 
230,12091.05546875,55595.8984375 
240,12154.96796875,56446.9046875 
246,12158.13046875,56510.5203125 
