time,page 
0,199.041 
10,259.78 
20,353.315 
30,639.568 
40,898.257 
50,2646.278 
60,3199.483 
70,5467.708 
80,6563.822 
90,8100.786 
100,9421.41 
110,9421.41 
120,9541.67 
130,9541.67 
140,9541.67 
150,9541.67 
160,9541.67 
170,9541.67 
180,9541.67 
190,9541.67 
200,9541.67 
210,9541.67 
220,9541.67 
230,9541.67 
240,9541.67 
246,9541.67 
