time,page 
0,4.4 
10,8.4 
20,11.8 
30,18 
40,27.2 
50,31.6 
60,35.6 
70,32.2 
80,35.4 
90,53.8 
100,94.3 
110,129.8 
120,138.2 
130,139.2 
140,136.1 
150,132.5 
160,123.5 
170,114.8 
180,96.4 
190,84.4 
200,70.3 
210,68.6 
220,54.6 
230,22.7 
240,7.8 
246,0.4 
