time,users_count,finish_users_count 
0,10,0 
10,18,0 
20,28,0 
30,44,0 
40,67,0 
50,89,0 
60,122,1 
70,162,1 
80,194,1 
90,275,1 
100,357,6 
110,423,12 
120,440,19 
130,440,24 
140,440,30 
150,440,45 
160,440,57 
170,440,77 
180,440,107 
190,440,144 
200,440,196 
210,440,264 
220,440,375 
230,440,415 
240,440,438 
246,440,440 
