time,page 
0,70.51406208093846 
10,59.24572421546118 
20,83.3654643325615 
30,124.39301295875062 
40,183.93402073850274 
50,524.8008798731773 
60,601.2422027502768 
70,796.2547094137916 
80,823.2630595341656 
90,1937.363405517392 
100,2308.028906551235 
110,1934.3517826536731 
120,1972.0098115147473 
130,1741.8818366338248 
140,1507.875443464543 
150,1323.6887117740355 
160,1444.8328180948836 
170,1508.5866812664024 
180,1290.7995296614965 
190,1189.2548244854577 
200,660.8758672077238 
210,688.2137576234459 
220,524.1942465030309 
230,147.94597640627512 
240,43.71979865692888 
246,64.86149037950022 
