time,connect,request 
0,3.2658,64.85456818181818 
10,1.1563750000000002,51.780000000000015 
20,1.1336666666666666,69.10164566929136 
30,1.076235294117647,100.1122670157068 
40,1.303818181818182,185.6990103448276 
50,1.2878695652173917,664.3607359050443 
60,1.573,1063.7956351706023 
70,1.1971428571428575,1896.0071304347841 
80,1.4080625,2635.1206178861817 
90,1.2867560975609753,2550.780197916668 
100,1.0835625,1648.457570854271 
110,1.2169552238805978,1064.1443253968246 
120,2.8679444444444444,1143.3911890284198 
130,0,1091.391845115679 
140,0,1062.6990553745939 
150,0,1028.428414799731 
160,0,1221.7328681159415 
170,0,1190.3439520123857 
180,0,1575.293755388938 
190,0,1610.971582198951 
200,0,1709.788559748428 
210,0,1414.9845051020402 
220,0,496.57750236220477 
230,0,76.4462348484849 
240,0,30.196103092783506 
246,0,69.5012 
