time,connect,request 
0,0.9,3.5 
10,1.8,10.6 
20,0.3,15.5 
30,0.7,20.4 
40,2.1,26.3 
50,2.2,32.1 
60,2.4,35.1 
70,3.7,36.6 
80,5.3,37.4 
90,7.9,49.8 
100,7.2,83.4 
110,9.3,135 
120,12.2,188.5 
130,16.1,272.6 
140,13.8,345.2 
150,81.7,495.4 
160,219.3,642 
170,326.3,757.5 
180,303.3,758.3 
190,234.1,671.6 
200,170.6,589.7 
210,87.8,503.2 
220,13.1,419.1 
230,0,292.6 
240,0,184.5 
250,0,133.8 
260,0,58.1 
270,0,12.3 
280,0,2.3 
281,0,0 
