time,size_sent,size_rcv 
0,17.0453125,51.059375 
10,78.48203125,274.7390625 
20,195.17421875,861.89453125 
30,332.221875,2010.734375 
40,504.02265625,2916.9203125 
50,723.12578125,4271.49921875 
60,990.26796875,5938.00625 
70,1237.709375,7604.7359375 
80,1501.75859375,8818.73984375 
90,1815.03359375,10202.41171875 
100,2311.71171875,11479.1046875 
110,3068.4765625,13024.465625 
120,4100.121875,15359.9375 
130,5539.99609375,17903.62578125 
140,7328.79296875,20336.78671875 
150,9729.021875,23874.0375 
160,12645.6765625,26909.1625 
170,16077.54140625,30731.690625 
180,19628.59609375,36395.30078125 
190,22914.41796875,42085.64765625 
200,25979.3640625,47431.159375 
210,28736.31015625,52127.265625 
220,31142.246875,56872.60625 
230,32927.89765625,61459.31328125 
240,34053.38125,66005.428125 
250,34861.15546875,70799.1359375 
260,35251.275,73110.675 
270,35333.303125,73673.4984375 
280,35347.659375,73833.85546875 
281,35347.659375,73833.85546875 
