time,users,connected 
0,9,9 
10,27,18 
20,30,3 
30,37,7 
40,59,21 
50,79,21 
60,105,24 
70,140,36 
80,191,52 
90,268,76 
100,335,68 
110,420,83 
120,539,117 
130,694,153 
140,820,129 
150,1114,34 
160,1378,-12 
170,1500,0 
180,1500,-2 
190,1500,5 
200,1500,14 
210,1500,-18 
220,1500,-90 
230,1500,-212 
240,1500,-191 
250,1500,-195 
260,1500,-108 
270,1500,-33 
280,1500,-9 
281,1500,0 
