time,sentpackets@tsung_controller@ip-172-31-22-225 
10,169 
20,496 
30,564 
40,875 
50,1052 
60,1402 
70,1604 
80,1609 
90,1664 
100,2019 
110,2633 
120,3518 
130,5368 
140,6892 
150,8173 
160,15214 
170,22685 
180,28306 
190,28306 
200,28306 
210,28306 
220,28306 
230,28306 
240,28306 
250,28306 
260,28306 
270,28306 
280,28306 
