time,page 
0,329.548 
10,567.987 
20,567.987 
30,576.409 
40,978.076 
50,978.076 
60,2205.938 
70,4997.944 
80,5642.845 
90,8319.721 
100,9488.036 
110,11445.148 
120,11445.148 
130,11445.148 
140,11445.148 
150,11445.148 
160,11445.148 
170,11445.148 
180,11445.148 
190,11445.148 
200,11445.148 
210,11445.148 
220,11445.148 
230,11445.148 
240,11445.148 
250,11445.148 
260,11445.148 
270,11445.148 
280,11445.148 
281,11445.148 
