time,page 
0,49.638000000000005 
10,89.56798076923079 
20,98.54906896551725 
30,95.47184239130438 
40,179.9919919678715 
50,239.8132441471575 
60,706.3206666666669 
70,1812.8557764705884 
80,2332.1863910614534 
90,2888.0601497890266 
100,1866.4980238393955 
110,1332.9838802206486 
120,969.8664917284646 
130,643.9073500397772 
140,496.2812354225122 
150,371.0747551693791 
160,265.5449519101881 
170,231.259911879612 
180,268.4536985857405 
190,261.37220588727297 
200,306.1025358231699 
210,360.9657178571422 
220,436.16896286329336 
230,629.8006808840659 
240,979.768136109385 
250,490.7538677110525 
260,35.53575659229216 
270,16.39017 
280,23.971333333333334 
281,0 
