time,users,connected 
0,9,9 
10,27,27 
20,30,30 
30,37,37 
40,59,58 
50,79,79 
60,105,103 
70,140,139 
80,191,191 
90,268,267 
100,335,335 
110,420,418 
120,539,535 
130,693,688 
140,820,817 
150,1114,851 
160,1378,839 
170,1473,839 
180,1382,837 
190,1244,842 
200,1094,856 
210,927,838 
220,742,748 
230,527,536 
240,339,345 
250,143,150 
260,42,42 
270,9,9 
280,0,0 
281,0,0 
