time,session 
50,0 
60,0 
70,0.0 
80,0.0 
90,547.2281646755938 
100,5007.718153830412 
110,5174.928245444678 
120,5165.116577100091 
130,13982.456051437386 
140,11676.38799980327 
150,15594.252084448344 
160,16459.348251334555 
170,18083.15819544553 
180,16435.853519410502 
190,18889.171549540144 
200,14365.994388899542 
210,16604.93253990248 
220,12191.619981624002 
230,11346.213150256996 
240,9538.318311023744 
250,8533.427573628212 
260,7188.579404857504 
270,4704.065390302923 
280,3904.682560292595 
281,0 
