time,load@tsung_controller@ip-172-31-22-225 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.16015625 
140,0.16015625 
150,0.19140625 
160,0.3203125 
170,0.3515625 
180,0.3515625 
190,0.3515625 
200,0.51171875 
210,0.578125 
220,0.578125 
230,0.578125 
240,0.578125 
250,0.578125 
260,0.578125 
270,0.578125 
280,0.578125 
