time,recvpackets@tsung_controller@ip-172-31-28-38 
10,220 
20,573.0 
30,1446.0 
40,1663.0 
50,1669.0 
60,2495.0 
70,2337.0 
80,2194.0 
90,2452.0 
100,2113.0 
110,3830.0 
120,3317.0 
130,4354.0 
140,5516.0 
150,5354.0 
160,5395.0 
170,5345.0 
180,5141.0 
190,4791.0 
200,5433.0 
210,4862.0 
220,5083.0 
230,5132.0 
240,1955.0 
250,1171.0 
