time,users_count,finish_users_count 
0,14,0 
10,21,0 
20,29,0 
30,48,0 
40,64,0 
50,82,0 
60,111,1 
70,155,3 
80,195,4 
90,254,8 
100,343,12 
110,422,17 
120,438,18 
130,438,25 
140,438,35 
150,438,46 
160,438,62 
170,438,78 
180,438,97 
190,438,128 
200,438,181 
210,438,249 
220,438,350 
230,438,409 
240,438,433 
250,438,437 
