time,502,200,500,302 
90,32,883,,1510 
100,465,1011,1,1682 
110,1204,1143,35,1882 
120,2520,1248,102,2068 
130,4664,1393,207,2247 
140,7551,1511,367,2436 
150,11525,1646,568,2637 
160,17329,1754,729,2807 
170,24327,1879,968,2987 
180,30969,2001,1449,3265 
190,37053,2159,2078,3573 
200,41717,2315,2716,3920 
210,45822,2451,3409,4278 
220,48596,2622,4247,4729 
230,50356,2798,4978,5128 
240,50834,2995,5744,5632 
250,50904,3215,6353,6098 
260,50904,3347,6654,6384 
270,50904,3382,6718,6480 
280,50904,3389,6730,6497 
287,50904,3390,6732,6499 
