time,sentpackets@tsung_controller@ip-172-31-22-225 
10,431 
20,523.0 
30,490.0 
40,865.0 
50,1063.0 
60,1316.0 
70,1431.0 
80,1548.0 
90,1730.0 
100,1785.0 
110,2257.0 
120,3172.0 
130,4673.0 
140,6703.0 
150,8483.0 
160,12863.0 
170,21529.0 
180,27842.0 
190,27641.0 
200,25226.0 
210,19516.0 
220,14975.0 
230,10226.0 
240,7620.0 
250,5217.0 
260,4097.0 
270,1987.0 
280,577.0 
287,251.0 
