time,size_sent,size_rcv 
0,7.109375,28.74921875 
10,52.58203125,143.3109375 
20,88.42421875,448.6296875 
30,124.15546875,954.32109375 
40,155.18828125,1013.13125 
50,202.78046875,1194.35625 
60,256.196875,1515.80546875 
70,254.103125,1411.76875 
80,251.59140625,1516.65546875 
90,267.33828125,1344.4265625 
100,422.29765625,1282.70859375 
110,661.45859375,1362.5125 
120,936.8,1907.79453125 
130,1332.65859375,2809.0515625 
140,1695.12109375,3104.55078125 
150,2165.6234375,3226.6640625 
160,2783.703125,2985.0484375 
170,3299.91015625,3628.11171875 
180,3388.8,5403.50625 
190,3357.23984375,5852.76953125 
200,2886.16640625,4575.7875 
210,2756.690625,4278.284375 
220,2338.60703125,4114.20625 
230,1801.47265625,4137.034375 
240,1199.55078125,3943.56953125 
250,785.9234375,4255.4109375 
260,442.8375,2651.96015625 
270,128.33984375,650.7234375 
280,22.3078125,122.66953125 
287,3.421875,11.74609375 
