time,users,connected 
0,14,13 
10,21,8 
20,29,8 
30,48,19 
40,64,16 
50,82,17 
60,110,29 
70,152,42 
80,191,38 
90,246,56 
100,331,82 
110,408,79 
120,421,13 
130,421,-7 
140,421,-10 
150,421,-11 
160,421,-15 
170,421,-16 
180,421,-20 
190,421,-31 
200,421,-52 
210,421,-68 
220,421,-98 
230,421,-60 
240,421,-26 
250,421,-5 
