time,page 
0,6.481 
10,6.481 
20,6.481 
30,6.481 
40,6.481 
50,6.481 
60,6.481 
70,6.481 
80,6.481 
90,0.473 
100,0.464 
110,0.453 
120,0.431 
130,0.431 
140,0.422 
150,0.422 
160,0.422 
170,0.421 
180,0.421 
190,0.421 
200,0.421 
210,0.421 
220,0.421 
230,0.421 
240,0.421 
250,0.421 
260,0.421 
270,0.421 
280,0.421 
287,0.421 
