time,connect,request 
0,2.5489010757339234,67.04023316718933 
10,0.19751902013125083,123.1724213051586 
20,0.07137007426085533,80.05187557866184 
30,0.15615461716776072,98.33516224740706 
40,0.11429827065426763,122.27180225194276 
50,0.07373724851241614,229.67240764078483 
60,1.9234395066427965,293.4032826869416 
70,0.274301745842232,616.1767778144665 
80,0.2643574702912052,484.3303867859522 
90,0.5492923507828161,1154.3411744954406 
100,0.5370195149170179,2363.390834335905 
110,1.0105216887001156,2281.653147029494 
120,2.2682398104359445,1931.3054138932944 
130,1.0506356184320476,1421.3124665418716 
140,1.013228046684642,1276.7157786325902 
150,3.8994796846068005,1015.7175289035141 
160,1.593042134125023,878.6444344782595 
170,1.7927353942949973,827.0477129594863 
180,1.8698121261186604,670.1807553823478 
190,2.3954804173283364,551.176559634232 
200,1.548500654583383,546.0501818392065 
210,1.5716026560905898,560.9748806251941 
220,1.0577495755045954,560.5089402384813 
230,0.21819614010232988,626.6939213945518 
240,0,482.67343933398234 
250,0,400.0531166676276 
260,0,123.93919255213773 
270,0,22.76125232005305 
280,0,15.490251121224958 
287,0,3.697107918359971 
