time,sentpackets@tsung_controller@ip-172-31-28-38 
10,241 
20,472 
30,1059 
40,1202 
50,1202 
60,1676 
70,1676 
80,1676 
90,1718 
100,1718 
110,3284 
120,3578 
130,3949 
140,4432 
150,4432 
160,4432 
170,4432 
180,4432 
190,4432 
200,4432 
210,4432 
220,4432 
230,4432 
240,4432 
250,4432 
