time,502,200,500,302 
90,36,875,,1630 
100,501,1041,4,1816 
110,1441,1164,46,1987 
120,2468,1255,168,2195 
130,3341,1337,332,2534 
140,4074,1438,532,2883 
150,4732,1546,727,3240 
160,5325,1646,944,3583 
170,5810,1748,1170,3927 
180,6196,1852,1411,4307 
190,6394,1963,1670,4667 
200,6484,2086,1934,5008 
210,6516,2215,2219,5321 
220,6516,2357,2449,5648 
230,6516,2462,2562,5904 
240,6516,2502,2580,5981 
246,6516,2508,2580,5994 
