time,sentpackets@tsung_controller@ip-172-31-24-43 
10,365 
20,365 
30,537 
40,885 
50,1020 
60,1486 
70,1486 
80,1574 
90,1914 
100,1933 
110,2758 
120,3515 
130,3623 
140,4325 
150,4325 
160,4325 
170,4325 
180,4325 
190,4325 
200,4325 
210,4325 
220,4325 
230,4325 
240,4325 
246,4325 
