time,recvpackets@tsung_controller@ip-172-31-24-43 
10,416 
20,416 
30,818 
40,1121 
50,1451 
60,2303 
70,2303 
80,2356 
90,2668 
100,2668 
110,3191 
120,3352 
130,3806 
140,5367 
150,5367 
160,5367 
170,5367 
180,5939 
190,5939 
200,5939 
210,5939 
220,5939 
230,5939 
240,5939 
246,5939 
