time,page 
0,3.2 
10,8 
20,9.9 
30,18.8 
40,23.9 
50,30 
60,36.2 
70,36.3 
80,30.9 
90,41.1 
100,77.7 
110,120.8 
120,133.9 
130,129.2 
140,123.4 
150,116.9 
160,112.2 
170,104.5 
180,99.3 
190,82.4 
200,73 
210,66.7 
220,60.7 
230,40.5 
240,11.2 
246,1.5 
