time,connect,request 
0,26.677,199.802 
10,26.677,356.414 
20,26.677,356.414 
30,26.677,632.788 
40,26.677,632.788 
50,26.677,1863.662 
60,26.677,1863.662 
70,26.677,2368.192 
80,26.677,3267.596 
90,26.677,3890.611 
100,26.677,5808.243 
110,26.677,6348.678 
120,26.677,6348.678 
130,26.677,6348.678 
140,26.677,6348.678 
150,26.677,6348.678 
160,26.677,6348.678 
170,26.677,6348.678 
180,26.677,6348.678 
190,26.677,6348.678 
200,26.677,6348.678 
210,26.677,6348.678 
220,26.677,6348.678 
230,26.677,6348.678 
240,26.677,6348.678 
246,26.677,6348.678 
