time,page 
0,43.579625 
10,61.83767500000003 
20,54.30533333333335 
30,108.14251063829786 
40,129.1745564853556 
50,596.1496533333334 
60,582.3283314917121 
70,1640.7741487603291 
80,2555.995822006478 
90,2868.2745742092466 
100,1808.851666666666 
110,1405.9281498344362 
120,1216.3879417475696 
130,1368.2792306501524 
140,1313.9857957860618 
150,1338.3076056458524 
160,1420.072622994654 
170,1572.2990277511965 
180,1669.3661772406865 
190,1843.694307038835 
200,2067.4580534246547 
210,1976.8258110944523 
220,1220.8651548599687 
230,270.86611358024686 
240,48.752732142857155 
246,33.335266666666676 
