time,users,connected 
0,9,8 
10,15,15 
20,22,22 
30,40,38 
40,61,60 
50,82,81 
60,109,108 
70,143,138 
80,171,168 
90,232,231 
100,315,314 
110,399,395 
120,400,400 
130,397,397 
140,390,390 
150,376,376 
160,366,366 
170,351,351 
180,329,329 
190,306,306 
200,267,267 
210,212,212 
220,119,127 
230,37,43 
240,6,6 
246,0,0 
