time,cpu@tsung_controller@ip-172-31-24-43 
0,1.4889739804391955 
10,1.4889739804391955 
20,0.6006006006006006 
30,0.6006006006006006 
40,0.6006006006006006 
50,0.6006006006006006 
60,0.6006006006006006 
70,0.6006006006006006 
80,0.6006006006006006 
90,0.6006006006006006 
100,0.6006006006006006 
110,0.6006006006006006 
120,0.6006006006006006 
130,0.6006006006006006 
140,0.6006006006006006 
150,0.6006006006006006 
160,0.6006006006006006 
170,0.6006006006006006 
180,0.6006006006006006 
190,0.6006006006006006 
200,0.6006006006006006 
210,0.6006006006006006 
220,0.6006006006006006 
230,0.6006006006006006 
240,0.6006006006006006 
249,0.6006006006006006 
