time,sentpackets@tsung_controller@ip-172-31-24-43 
10,260 
20,166.0 
30,366.0 
40,642.0 
50,948.0 
60,1503.0 
70,2375.0 
80,1773.0 
90,1472.0 
100,1775.0 
110,2801.0 
120,3317.0 
130,4098.0 
140,4342.0 
150,4086.0 
160,4210.0 
170,3934.0 
180,4031.0 
190,3964.0 
200,3408.0 
210,3263.0 
220,3013.0 
230,3119.0 
240,1307.0 
249,435.0 
