time,size_sent,size_rcv 
0,10.834375,25.15859375 
10,26.63671875,83.85 
20,49.7828125,327.72109375 
30,95.30078125,508.8046875 
40,144.953125,815.85859375 
50,221.9046875,1335.8265625 
60,265.1125,1644.8140625 
70,262.98828125,1546.56640625 
80,234.3796875,1326.309375 
90,264.82890625,1434.05546875 
100,499.7203125,1253.20546875 
110,706.9828125,1768.065625 
120,945.8421875,2091.8265625 
130,1014.6921875,3491.47890625 
140,947.66328125,3306.94609375 
150,1004.92421875,3683.67734375 
160,948.4296875,3129.1203125 
170,931.025,3469.903125 
180,855.8203125,3739.98671875 
190,704.75234375,3485.1796875 
200,618.6421875,3904.24921875 
210,436.20546875,4408.79453125 
220,436.68984375,4449.33671875 
230,193.24296875,2139.51796875 
240,70.21328125,647.21171875 
249,15.928125,229.06171875 
