time,recvpackets@tsung_controller@ip-172-31-24-43 
10,309 
20,309 
30,493 
40,866 
50,1311 
60,2109 
70,3433 
80,3433 
90,3433 
100,3433 
110,3433 
120,3433 
130,4239 
140,5402 
150,5402 
160,5515 
170,5515 
180,5515 
190,5565 
200,5565 
210,5565 
220,5565 
230,5565 
240,5565 
249,5565 
