time,page 
0,8.492 
10,7.394 
20,7.394 
30,7.394 
40,7.394 
50,7.394 
60,7.394 
70,7.394 
80,7.394 
90,0.904 
100,0.839 
110,0.826 
120,0.826 
130,0.826 
140,0.826 
150,0.826 
160,0.826 
170,0.826 
180,0.826 
190,0.826 
200,0.826 
210,0.826 
220,0.826 
230,0.826 
240,0.826 
249,0.826 
