time,sentpackets@tsung_controller@ip-172-31-24-43 
10,260 
20,166 
30,166 
40,166 
50,166 
60,166 
70,166 
80,166 
90,166 
100,166 
110,166 
120,166 
130,166 
140,166 
150,166 
160,166 
170,166 
180,166 
190,166 
200,166 
210,166 
220,166 
230,166 
240,166 
249,166 
