time,page 
0,60.89454449030258 
10,74.15759498206569 
20,78.82946066382357 
30,66.60661783945449 
40,321.0309932407921 
50,435.295852411162 
60,294.7716821912587 
70,806.9153785687496 
80,1061.4726897086966 
90,1614.9122066001798 
100,2434.760112660147 
110,2482.4644149411747 
120,1931.0674041725154 
130,1740.5976512535015 
140,1391.0042095730462 
150,1474.485416439164 
160,1376.8864237045686 
170,1329.4643341809062 
180,1491.5518609909611 
190,1037.8998114505391 
200,845.9237106611041 
210,775.4578858989294 
220,886.4181359217142 
230,88.71899845343118 
240,50.51016488100302 
249,42.001159584243055 
