time,recvpackets@tsung_controller@ip-172-31-24-43 
10,309 
20,179.0 
30,493.0 
40,866.0 
50,1311.0 
60,2109.0 
70,3433.0 
80,2399.0 
90,2287.0 
100,2287.0 
110,2931.0 
120,3259.0 
130,4239.0 
140,5402.0 
150,5277.0 
160,5515.0 
170,4996.0 
180,5265.0 
190,5565.0 
200,5118.0 
210,5107.0 
220,5231.0 
230,5411.0 
240,2328.0 
249,700.0 
