time,users,connected 
0,4,4 
10,9,5 
20,17,8 
30,30,12 
40,49,19 
50,76,28 
60,105,27 
70,146,40 
80,182,38 
90,244,60 
100,328,85 
110,401,74 
120,427,24 
130,427,-4 
140,427,-7 
150,427,-11 
160,427,-17 
170,427,-12 
180,427,-30 
190,427,-34 
200,427,-43 
210,427,-64 
220,427,-118 
230,427,-52 
240,427,-24 
249,427,-8 
