time,sentpackets@tsung_controller@ip-172-31-24-43 
10,260 
20,260 
30,366 
40,642 
50,948 
60,1503 
70,2375 
80,2375 
90,2375 
100,2375 
110,2801 
120,3317 
130,4098 
140,4342 
150,4342 
160,4342 
170,4342 
180,4342 
190,4342 
200,4342 
210,4342 
220,4342 
230,4342 
240,4342 
249,4342 
