time,recvpackets@tsung_controller@ip-172-31-26-42 
10,136 
20,136 
30,136 
40,79 
50,79 
60,13 
70,13 
80,13 
90,13 
100,13 
110,13 
120,13 
130,13 
140,13 
150,13 
160,13 
170,13 
180,13 
190,13 
200,13 
210,13 
