time,page 
0,5.631267587319927 
10,2.1954154733425097 
20,7.145587154165694 
30,1.3005344782027437 
40,0.824270344673417 
50,1.6201793110640563 
60,2.7331659751895576 
70,1.545879098603769 
80,1.56645483989552 
90,0.6345593772893005 
100,0.8631002807753896 
110,1.6645226868829184 
120,3.208944761814233 
130,1.5434394491956376 
140,0.3554511218156442 
150,0.30861153076817605 
160,1.2442673386374814 
170,0.20064140950115827 
180,6.2705720790329105 
190,0.8275430838062483 
200,1.0152399004942407 
210,2.020832804123642 
