time,200 
0,0.5 
10,1.3 
20,0.9 
30,1.3 
40,1.9 
50,0.4 
60,1.1 
70,0.8 
80,0.9 
90,1.1 
100,1.3 
110,1.3 
120,1.6 
130,0.9 
140,0.8 
150,1.3 
160,1 
170,1.1 
180,1.1 
190,1.2 
200,1.2 
210,0.6 
