time,sentpackets@tsung_controller@ip-172-31-28-38 
10,341 
20,341 
30,636 
40,910 
50,1176 
60,1660 
70,1887 
80,1887 
90,1887 
100,1887 
110,2786 
120,3702 
130,3702 
140,3963 
150,4235 
160,4235 
170,4235 
180,4235 
190,4235 
200,4235 
210,4235 
220,4240 
230,4240 
240,4240 
247,4240 
