time,recvpackets@tsung_controller@ip-172-31-28-38 
10,400 
20,400 
30,871 
40,1374 
50,1708 
60,2717 
70,2911 
80,2911 
90,2911 
100,2911 
110,3347 
120,4134 
130,4300 
140,5459 
150,6364 
160,6364 
170,6364 
180,6364 
190,6364 
200,6558 
210,6992 
220,7688 
230,7688 
240,7688 
247,7688 
