time,users,connected 
0,7,7 
10,20,20 
20,29,29 
30,39,39 
40,58,58 
50,71,71 
60,105,104 
70,144,142 
80,184,183 
90,241,240 
100,308,306 
110,377,377 
120,376,376 
130,373,373 
140,366,366 
150,356,356 
160,350,350 
170,339,339 
180,326,326 
190,297,297 
200,266,266 
210,182,182 
220,78,84 
230,15,17 
240,1,2 
247,0,0 
