time,connect,request 
0,8.748,185.241 
10,8.748,344.843 
20,8.748,547.342 
30,8.748,547.342 
40,8.748,577.523 
50,8.748,1119.082 
60,11.684,1824.566 
70,11.684,3040.045 
80,14.398,3415.849 
90,14.398,5163.083 
100,14.398,5163.083 
110,14.398,6815.235 
120,14.398,6815.235 
130,14.398,6815.235 
140,14.398,6815.235 
150,14.398,6815.235 
160,14.398,6815.235 
170,14.398,6815.235 
180,14.398,6815.235 
190,14.398,6815.235 
200,14.398,6815.235 
210,14.398,6815.235 
220,14.398,6815.235 
230,14.398,6815.235 
240,14.398,6815.235 
247,14.398,6815.235 
