time,users_count,finish_users_count 
0,7,0 
10,20,0 
20,29,0 
30,39,0 
40,58,0 
50,71,0 
60,105,0 
70,148,4 
80,189,5 
90,248,7 
100,317,9 
110,394,17 
120,403,27 
130,403,30 
140,403,37 
150,403,47 
160,403,53 
170,403,64 
180,403,77 
190,403,106 
200,403,137 
210,403,221 
220,403,325 
230,403,388 
240,403,402 
247,403,403 
