time,users,connected 
0,7,7 
10,20,13 
20,29,9 
30,39,10 
40,58,19 
50,71,13 
60,105,33 
70,144,38 
80,184,41 
90,241,57 
100,308,66 
110,377,71 
120,385,-1 
130,385,-3 
140,385,-7 
150,385,-10 
160,385,-6 
170,385,-11 
180,385,-13 
190,385,-29 
200,385,-31 
210,385,-84 
220,385,-98 
230,385,-67 
240,385,-15 
247,385,-2 
