time,page 
0,361.4475333333333 
10,1402.6761578947371 
20,945.9363529411763 
30,109.46112658227852 
40,338.1261774193548 
50,3601.838416666666 
60,10221.2219137931 
70,11752.749146341463 
80,14066.642135135133 
90,3624.6045120643403 
100,1827.6786115485552 
110,1272.1941682484883 
120,407.4039034670294 
130,709.5197527036759 
140,727.2402727272714 
150,1528.2253239852403 
160,1003.5933487804895 
170,2819.798096098953 
180,3435.857721142856 
190,2822.8544626865696 
200,2422.8887975778575 
210,2984.4442568421064 
220,5190.257774193547 
230,5534.055837288136 
240,6576.776305309734 
250,10532.599616766469 
260,13777.941433333337 
270,14726.813437499999 
280,16278.148114583333 
290,17220.562804123707 
300,17710.291999999998 
310,16627.480333333322 
320,16123.389290909088 
330,13713.276472527466 
340,13654.41278571429 
350,11371.002761904765 
360,9912.182685185186 
370,9835.803769230772 
380,9053.34186868687 
390,6633.403378947367 
400,6087.818348837208 
410,4988.623037974682 
420,4365.167958333333 
430,3465.9405283018864 
440,1246.035859154929 
450,1023.9463703703703 
460,1210.4727647058821 
470,370.06000000000006 
476,146.792 
