time,page 
0,1934.545 
10,2885.504 
20,9695.464 
30,9695.464 
40,9695.464 
50,9695.464 
60,18785.971 
70,24693.248 
80,34282.207 
90,35739.467 
100,43544.698 
110,45486.364 
120,48712.227 
130,60047.417 
140,60047.417 
150,60049.161 
160,60049.161 
170,60113.703 
180,101227.137 
190,101227.137 
200,101227.137 
210,101227.137 
220,101227.137 
230,101227.137 
240,101227.137 
250,101227.137 
260,101227.137 
270,101227.137 
280,101227.137 
290,101227.137 
300,101227.137 
310,101227.137 
320,101227.137 
330,101227.137 
340,101227.137 
350,101227.137 
360,101227.137 
370,101227.137 
380,101227.137 
390,101227.137 
400,101227.137 
410,101227.137 
420,101227.137 
430,101227.137 
440,101227.137 
450,101227.137 
460,101227.137 
470,101227.137 
476,101227.137 
