time,connect,request 
0,9.778,361.4475333333333 
10,16.2043,1402.6761578947371 
20,1.253,945.9363529411763 
30,1.18175,100.54647093023257 
40,2.8176666666666663,314.4532599999999 
50,11.06170588235294,3766.473547169811 
60,19.293090909090903,10142.325101694916 
70,20.144399999999997,11186.104558139536 
80,18.37068421052632,13821.83063513513 
90,13.39017741935484,3640.9851007957477 
100,17.440842105263155,1754.915099236642 
110,17.108779411764708,1207.6390917280903 
120,19.448568181818178,361.8610631644787 
130,0,634.484369439071 
140,0,691.1896626582262 
150,0,1391.4246976284594 
160,0,943.031961820854 
170,0,2642.5970554156147 
180,0,3101.030772036467 
190,0,2265.5568957219275 
200,0,2175.173629629631 
210,0,2794.932134438309 
220,0,4244.6308912529585 
230,0,4918.637743902436 
240,0,6517.247104247102 
250,0,8993.96086263737 
260,0,12246.090407692314 
270,0,13809.40248623853 
280,0,14598.6792972973 
290,0,14898.967821428576 
300,0,15048.151060606066 
310,0,14738.751868131867 
320,0,14250.943754098353 
330,0,11596.720513274337 
340,0,11302.88046428572 
350,0,9557.770669491536 
360,0,8335.632857142857 
370,0,8620.435879518069 
380,0,7934.0466956521705 
390,0,5622.19199082569 
400,0,5373.311340206185 
410,0,4025.359307692307 
420,0,3806.221385542169 
430,0,3022.2518196721303 
440,0,998.233822784811 
450,0,921.5456333333335 
460,0,935.3499545454542 
470,0,308.3685 
476,0,146.792 
