time,session 
100,103143.181 
110,112283.391 
120,112283.391 
130,112283.391 
140,140942.059 
150,150199.969 
160,150199.969 
170,164612.226 
180,171973.831 
190,178359.744 
200,178359.744 
210,207173.535 
220,211497.298 
230,225768.529 
240,225768.529 
250,225820.66 
260,225820.66 
270,259749.536 
280,259749.536 
290,259749.536 
300,259749.536 
310,288466.949 
320,288466.949 
330,288466.949 
340,288466.949 
350,288466.949 
360,340206.499 
370,340206.499 
380,340206.499 
390,340206.499 
400,373700.466 
410,373700.466 
420,373700.466 
430,414445.481 
440,414445.481 
450,414445.481 
460,421293.003 
470,421293.003 
476,421293.003 
