time,connect,request 
0,1.132,7.344 
10,1.132,7.344 
20,0.966,7.049 
30,0.966,7.049 
40,0.966,7.049 
50,0.966,7.049 
60,0.892,7.049 
70,0.892,7.049 
80,0.892,1.612 
90,0.839,0.534 
100,0.839,0.493 
110,0.839,0.493 
120,0.839,0.482 
130,0.839,0.482 
140,0.839,0.482 
150,0.839,0.482 
160,0.839,0.477 
170,0.839,0.477 
180,0.839,0.477 
190,0.839,0.477 
200,0.839,0.477 
210,0.839,0.477 
220,0.839,0.477 
230,0.839,0.477 
240,0.839,0.477 
250,0.839,0.477 
260,0.839,0.477 
270,0.839,0.477 
280,0.839,0.477 
290,0.839,0.477 
300,0.839,0.477 
310,0.839,0.477 
320,0.839,0.477 
330,0.839,0.477 
340,0.839,0.477 
350,0.839,0.477 
360,0.839,0.477 
370,0.839,0.477 
380,0.839,0.477 
390,0.839,0.477 
400,0.839,0.477 
410,0.839,0.477 
420,0.839,0.477 
430,0.839,0.477 
440,0.839,0.477 
450,0.839,0.477 
460,0.839,0.477 
470,0.839,0.477 
476,0.839,0.477 
