time,connect,request 
0,9.859674487527466,533.4531906498597 
10,13.06519082945213,882.4487780184996 
20,0.11976719842336553,2096.444369541759 
30,0.061613208811098184,99.38798827659086 
40,2.961788847065769,396.7826159513826 
50,11.271095263678085,2878.3436547933593 
60,15.129178373740684,3360.6937387138632 
70,10.01085580457535,2541.7085253639034 
80,10.260101836227099,6476.177034013219 
90,10.884607134321492,7511.967981030536 
100,11.493374395771896,5987.862055550145 
110,10.577851267466137,5353.093090254259 
120,13.712444733290015,3177.272838175999 
130,0,4863.82099720518 
140,0,5333.209814356452 
150,0,7995.865769290946 
160,0,6780.462073509393 
170,0,11301.093205268067 
180,0,9684.088548100528 
190,0,5805.240360420045 
200,0,5539.698109895792 
210,0,6786.575291694247 
220,0,7960.152494652143 
230,0,8080.791676339171 
240,0,8825.063178588229 
250,0,7830.4792918356525 
260,0,6479.254187021672 
270,0,4941.61065268361 
280,0,2736.2301010986585 
290,0,2684.14079412032 
300,0,2459.952266029398 
310,0,2668.1078563951532 
320,0,2373.091527795198 
330,0,3030.3962979021335 
340,0,2386.884036789585 
350,0,2349.122817004196 
360,0,2375.4928807582614 
370,0,2314.4513868695267 
380,0,2932.2001818577096 
390,0,2400.5049027469754 
400,0,2749.079998278085 
410,0,2427.100631632571 
420,0,2739.540049546656 
430,0,2377.849092946179 
440,0,1308.8693730514792 
450,0,1137.893101835859 
460,0,1063.3959930658893 
470,0,367.28278792176377 
476,0,0.0 
