time,page 
0,1.5 
10,1.9 
20,10.2 
30,15.8 
40,18.6 
50,4.8 
60,5.8 
70,4.1 
80,7.4 
90,37.3 
100,76.2 
110,115.9 
120,147.1 
130,138.7 
140,141.9 
150,135.5 
160,123 
170,105.1 
180,87.5 
190,67 
200,57.8 
210,47.5 
220,37.2 
230,29.5 
240,22.6 
250,16.7 
260,12 
270,9.6 
280,9.6 
290,9.7 
300,8.9 
310,8.1 
320,11 
330,9.1 
340,9.8 
350,10.5 
360,10.8 
370,7.8 
380,9.9 
390,9.5 
400,8.6 
410,7.9 
420,7.2 
430,5.3 
440,7.1 
450,2.7 
460,1.7 
470,0.5 
476,0.1 
