time,session 
100,103143.181 
110,112283.391 
120,0 
130,0 
140,102976.13566666667 
150,72773.7164375 
160,80841.79210714283 
170,91834.19082352945 
180,90621.50503448276 
190,107856.60196551723 
200,112604.82255000001 
210,119151.38476000002 
220,139404.48459999997 
230,157013.41245454547 
240,135042.5465 
250,190318.60399999996 
260,184593.4995 
270,187730.36885714284 
280,198507.7775 
290,205603.43633333335 
300,206246.78466666667 
310,230290.66011111112 
320,228587.4840909091 
330,234287.68499999997 
340,247434.54690000002 
350,256919.14961538464 
360,271310.7790625 
370,278490.17116666667 
380,285616.00805263175 
390,304391.099 
400,311673.7168333333 
410,323146.4601428571 
420,322243.79721428565 
430,357408.2581428572 
440,356576.7434166666 
450,370603.75599999994 
460,367713.19875000004 
470,0 
476,381602.806 
